Champion,bot,jng,mid,sup,top
Aatrox,0.0,0.0,0.0,0.0,0.0039215686274509795
Ahri,0.0,0.0,0.015686274509803918,0.0,0.0
Akali,0.0,0.0,0.0,0.0,0.027450980392156855
Akshan,0.0,0.0,0.0,0.0,0.0
Alistar,0.0,0.0,0.0,0.0039215686274509795,0.0
Amumu,0.0,0.0,0.0,0.0,0.0
Aphelios,0.031372549019607836,0.0,0.0,0.0,0.0
Ashe,0.0,0.0,0.0,0.0,0.0
Azir,0.0,0.0,0.0,0.0,0.0
Bard,0.0,0.0,0.0,0.0,0.0
Bel'Veth,0.0,0.0,0.0,0.0,0.0
Blitzcrank,0.0,0.0,0.0,0.0,0.0
Braum,0.0,0.0,0.0,0.01176470588235294,0.0
Caitlyn,0.0,0.0,0.0,0.0,0.0
Camille,0.0,0.0,0.0,0.0,0.0
Cassiopeia,0.0,0.0,0.0039215686274509795,0.0,0.0
Corki,0.0,0.0,0.02352941176470588,0.0,0.0
Darius,0.0,0.0,0.0,0.0,0.0
Diana,0.0,0.007843137254901959,0.0,0.0,0.0
Draven,0.0,0.0,0.0,0.0,0.0
Ezreal,0.0,0.0,0.0,0.0,0.0
Fiora,0.0,0.0,0.0,0.0,0.0
Galio,0.0,0.0,0.0,0.0,0.0
Gangplank,0.0,0.0,0.0,0.0,0.0
Gnar,0.0,0.0,0.0,0.0,0.039215686274509796
Gragas,0.0,0.0,0.0,0.0,0.0
Graves,0.0,0.0,0.0,0.0,0.007843137254901959
Gwen,0.0,0.027450980392156855,0.0,0.0,0.027450980392156855
Hecarim,0.0,0.007843137254901959,0.0,0.0,0.0
Irelia,0.0,0.0,0.0039215686274509795,0.0,0.0
Janna,0.0,0.0,0.0,0.0,0.0
Jarvan IV,0.0,0.007843137254901959,0.0,0.0,0.0
Jax,0.0,0.0,0.0,0.0,0.007843137254901959
Jayce,0.0,0.0,0.0,0.0,0.007843137254901959
Jhin,0.015686274509803918,0.0,0.0,0.0,0.0
Jinx,0.04313725490196077,0.0,0.0,0.0,0.0
Kai'Sa,0.0,0.0,0.0,0.0,0.0
Kalista,0.0,0.0,0.0,0.0,0.0
Karma,0.0,0.0,0.0,0.0,0.0
Karthus,0.0,0.0,0.0,0.0,0.0
Kassadin,0.0,0.0,0.0,0.0,0.0
Kayle,0.0,0.0,0.0,0.0,0.0
Kennen,0.0,0.0,0.0,0.0,0.0039215686274509795
Kled,0.0,0.0,0.0,0.0,0.0
Kog'Maw,0.0,0.0,0.0,0.0,0.0
LeBlanc,0.0,0.0,0.0,0.0,0.0
Lee Sin,0.0,0.04705882352941176,0.0,0.0,0.0
Leona,0.0,0.0,0.0,0.04705882352941176,0.0
Lillia,0.0,0.0,0.0,0.0,0.0
Lissandra,0.0,0.0,0.0,0.0,0.0
Lucian,0.0,0.0,0.0,0.0,0.0
Lulu,0.0,0.0,0.0,0.01176470588235294,0.0
Lux,0.0,0.0,0.0,0.0,0.0
Malphite,0.0,0.0,0.0,0.0,0.0
Malzahar,0.0,0.0,0.0,0.0,0.0
Miss Fortune,0.0,0.0,0.0,0.0,0.0
Mordekaiser,0.0,0.0,0.0,0.0,0.0
Morgana,0.0,0.0,0.0,0.0,0.0
Nami,0.0,0.0,0.0,0.0,0.0
Nautilus,0.0,0.0,0.0,0.027450980392156855,0.0
Nidalee,0.0,0.0,0.0,0.0,0.0
Nilah,0.0,0.0,0.0,0.0,0.0
Nocturne,0.0,0.0,0.0,0.0,0.0
Olaf,0.0,0.0,0.0,0.0,0.0
Orianna,0.0,0.0,0.0,0.0,0.0
Ornn,0.0,0.0,0.0,0.0,0.031372549019607836
Pantheon,0.0,0.0,0.0,0.0,0.0
Poppy,0.0,0.02352941176470588,0.0,0.0,0.0
Pyke,0.0,0.0,0.0,0.0,0.0
Qiyana,0.0,0.0,0.0,0.0,0.0
Rakan,0.0,0.0,0.0,0.019607843137254898,0.0
Rell,0.0,0.0,0.0,0.0,0.0
Renata Glasc,0.0,0.0,0.0,0.01176470588235294,0.0
Renekton,0.0,0.0,0.015686274509803918,0.0,0.015686274509803918
Rumble,0.0,0.0,0.0,0.0,0.0
Ryze,0.0,0.0,0.0039215686274509795,0.0,0.0
Samira,0.0,0.0,0.0,0.0,0.0
Sejuani,0.0,0.0,0.0,0.0,0.027450980392156855
Senna,0.0,0.0,0.0,0.0,0.0
Seraphine,0.0,0.0,0.0,0.0,0.0
Sett,0.0,0.0,0.0,0.0,0.0
Shyvana,0.0,0.0,0.0,0.0,0.0
Sion,0.0,0.0,0.0,0.0,0.0
Sivir,0.035294117647058816,0.0,0.0,0.0,0.0
Skarner,0.0,0.0,0.0,0.0,0.0
Sona,0.0,0.0,0.0,0.0,0.0
Soraka,0.0,0.0,0.0,0.0,0.0
Swain,0.0,0.0,0.0,0.0,0.0
Sylas,0.0,0.0,0.04313725490196077,0.0,0.0
Syndra,0.0,0.0,0.0,0.0,0.0
Tahm Kench,0.0,0.0,0.0,0.0,0.0
Taliyah,0.0,0.0,0.007843137254901959,0.0,0.0
Taric,0.0,0.0,0.0,0.0,0.0
Thresh,0.0,0.0,0.0,0.019607843137254898,0.0
Tristana,0.0,0.0,0.0,0.0,0.0
Trundle,0.0,0.015686274509803918,0.0,0.0,0.0
Tryndamere,0.0,0.0,0.0,0.0,0.0
Twisted Fate,0.0,0.0,0.0,0.0,0.0
Twitch,0.0039215686274509795,0.0,0.0,0.0,0.0
Varus,0.0,0.0,0.0,0.0,0.0
Vayne,0.0,0.0,0.0,0.0,0.0
Veigar,0.0,0.0,0.0,0.0,0.0
Vex,0.0,0.0,0.0039215686274509795,0.0,0.0
Vi,0.0,0.007843137254901959,0.0,0.0,0.0
Viego,0.0,0.02352941176470588,0.0,0.0,0.0
Viktor,0.0,0.0,0.01176470588235294,0.0,0.0
Volibear,0.0,0.0,0.0,0.0,0.0
Wukong,0.0,0.01176470588235294,0.0,0.0,0.01176470588235294
Xayah,0.0,0.0,0.0,0.0,0.0
Xin Zhao,0.0,0.02352941176470588,0.0,0.0,0.0
Yasuo,0.0,0.0,0.007843137254901959,0.0,0.0
Yone,0.0,0.0,0.0,0.0,0.0
Yuumi,0.0,0.0,0.0,0.019607843137254898,0.0
Zac,0.0,0.0,0.0,0.0,0.0
Zeri,0.035294117647058816,0.0,0.0,0.0,0.0
Ziggs,0.0,0.0,0.0,0.0,0.0
Zilean,0.0,0.0,0.0,0.0,0.0
Zoe,0.0,0.0,0.015686274509803918,0.0,0.0
Zyra,0.0,0.0,0.0,0.0,0.0
